type,ingredients,alcohol_content,volume,awards,additional_info,product_introduction,pairing_food,brewery,address,website,contact_info,name
과실주,양조용포도(영천),12%  ,375ml,,2017 찾아가는 양조장,"뱅꼬레 아이스와인은 짙은 황금빛을 띄며 신선한 아로마 향이 가득한 디저트와인이다. 벌꿀과 과일 향이 발산하는 감미로운 달콤함으로 술을 마시는 것도 잊게 만드는 로맨틱한 와인이다. 아이스와인은 캐나다, 독일 등 몇 나라에서만 생산되는 달콤한 디저트 와인으로 동결된 포도로 제조한 농도가 짙다.",와인 맛 본연의 맛을 느끼기 위해 가벼운 샐러드와의 매칭을 추천한다.,한국와인,경상북도 영천시 금호읍 원기리 414-2,http://www.vincoreewinery.com/,,뱅꼬레 아이스와인
과실주,복숭아(경북 영천),6.5%  ,750ml,,2018 찾아가는 양조장,"복숭아의 당도가 가장 높은 8월 말에 수확하여 별도의 당을 첨가하지 않고 순수 발효한 와인이다. 또한, 고도리 북숭아와인은 맑고 투명한 색에 은은한 복숭아 향이 풍겨 나오는 매력적인 와인으로 영천시에서 생산한 과실로 만든 또 하나의 역작이다.","신선하면서도 잘 익은 복숭아, 살구 향이 지배적이며 은은하게 아카시아 향도 느낄 수 있다. 말린 과일(망고), 과일을 이용한 디저트, 향이 강한 치즈류 등과 잘 어울린다.",고도리 와이너리,경북 영천시 고경면 고도리 494-3,http://고도리와인.com,,고도리 복숭아와인
과실주,거봉포도(영천),10.5%  ,750ml,"2011년 대한민국 우리술품평회 과실주 부문 우수상, 2015년 한국와인 베스트컬렉션 골드 수상, 2016년 대한민국 주류대상 BEST OF BEST 수상, 2017년 아시아와인트로피 실버상, 2018년 대한민국주류대상 한국와인부문 대상",2018 찾아가는 양조장,"고도리 화이트와인 드라이는 농산물우수관리(GAP)인증 100% 친환경 거봉포도로 만들어진다. 포도의 당도가 가장 높은 10월 말에 수확하여 별도의 당을 첨가하지 않고 순수 발효한 와인으로 풍부한 산미와 달콤한 과일향을 발산한다. 저온에서 6개월 이상 2차 숙성을 거쳐 주석산을 제거하고 젖산 발효시켜 아로마틱한 부케향이 풍부하고 식빵향, 레몬향, 풀잎향을 맡을 수 있다. 깔끔하고 감미롭고 여운이 길게 남는다는 평가를 받으며 국내 최고의 와인으로 꼽히고 있다.",광어나 우럭 등 기름기가 적은 생선회와 페어링하기 좋다.,고도리 와이너리,경북 영천시 고경면 고도리 494-3,http://고도리와인.com,,고도리 화이트와인 드라이
과실주,MBA 머루포도(영천),12%  ,750ml,,2018 찾아가는 양조장,고도리 레드와인 스위트는 농산물우수관리(GAP)인증 100% 친환경 MBA 머루포도로 만들어진다. 포도의 당도가 가장 높은 11월 초 서리가 내리기 시작하면 수확하여 별도의 당을 첨가하지 않고 순수 발효한 와인이다. 영천에서 자란 MBA 머루포도를 25도의 고온에서 발효시켜 2차로 젖산 발효과정을 거친다. 풍부한 아로마틱 향이 풍부하고 1년의 오크통 숙성으로 깊은 오크향과 과실향이 어우러진 와인이다.,"육회, 수육, 불고기과 페어링하기 좋다.",고도리 와이너리,경북 영천시 고경면 고도리 494-3,http://고도리와인.com,,고도리 레드와인 스위트
과실주,포도(청수),10.5%  ,750ml,,2018 찾아가는 양조장,GAP인증 청수 포도의 당도가 가장 높은 8월 중순에 수확하여 별도의 당을 첨가하지 않고 순수 발효한 와인으로 풍부한 산미와 달콤한 과일향을 발산하고 아로마틱한 부케향이 풍부한 청수 와인이다.,"달콤한 과일 향과 레몬향, 상큼한 풀잎향을 가지고 있어 오리고기와 닭고기, 싱싱한 해산물 요리와 잘 어울린다.",고도리 와이너리,경북 영천시 고경면 고도리 494-3,http://고도리와인.com,,고도리 청수 와인
과실주,"머루원액 78.5%(경기 파주), 주정(국내산, 수입산)",12%  ,360ml,,,"머루는 쌍떡잎식물 갈매나무목 포도과에 속하는 덩굴식물로 우리나라, 일본, 중국 등지에 분포한다. 감악산 산머루주는 감악산 주변 농가에서 무공해로 재배한 친환경 머루만을 사용하는 과실주다. 9월 경 잘 익은 머루를 수확해 줄기와 병든 머루 등 불순물을 제거한 뒤 착즙기를 이용해 제조힌다. 감악산 머루주는 친환경 재배 기술을 사용하는 데다 전통비법으로 만든 질그릇 항아리에 100% 머루만으로 술을 빚는다. 단맛은 거의 없고 시큼하면서도 머루의 무거운 향이 입안에 오래 남는다.","갈비, 불고기와 곁들이면 입맛도 돋우고 느끼함도 해소해 준다.",산머루농원,경기 파주시 적성면 객현리 67-1,http://www.sanmeoru.com,,감악산 산머루주
과실주,복분자,7%  ,370ml,,,"빙탄복은 저온 숙성 탄산 복분자술이다. 시원하게 복을 삼킨다는 의미를 담고 있는 빙탄복은 자연 발효로 빚은 복분자술을 저온 장기 숙성하고 탄산을 가미해 상큼하고 시원한 맛은 물론, 복분자 특유의 깊은 맛을 느낄 수 있다. 패키지에는 빨대를 부착해 마시는 재미를 부각시켰다.","장어구이, 치즈와 어울린다.",배상면주가,경기도 포천시 화현면 화현리 512,https://www.soolsool.co.kr/,,빙탄복
과실주,"복분자(국내산), 정제수",12%  ,375ml,"2017 대한민국 우리술품평회 과실주 대상, 2014 대한민국 우리술품평회 최우수상",,복분자음은 고창의 대표농산물인 복분자로 만든 복분자주다. 복분자의 많은 기능성 성분을 함유하고 있을 뿐만 아니라 복분자 특유의 맛과 향을 간직하고 있다. 복분자 생산에 알맞은 천혜의 환경으로 유명한 고창 선운산 복분자로 빚은 복분자음은 신선한 복분자만을 100% 사용하여 타제품에 비해 복분자 함량이 월등히 높아 진한 과실의 맛을 느낄 수 있는 제품이다.,"생선요리, 전과 페어링하기 좋다.",배상면주가,경기도 포천시 화현면 화현리 512,https://www.soolsool.co.kr/,,복분자음
과실주,친환경 거봉 포도,12%  ,500ml,,,와이너리에서 자가 생산한 MBA(머루포도)를 11월 초 서리가 내릴 때 높은 당도의 포도를 수확하여 당을 첨가하지 않고 발효한 와인이다. 25도의 고온에서 발효되며 2차 젖산 발효를 거치면서 풍부한 아로마틱 향이 생성되고 1년의 오크숙성으로 깊은 오크향이 우러나와 부드럽고 과일향이 풍부하다.,"돼지갈비, 갈비찜, 약간 스파이시한 한식이 잘 어울린다.",고도리 와이너리,경북 영천시 고경면 고도리 494-3,http://고도리와인.com,,레드 와인 500
과실주,사과,12%  ,375ml,,2014 찾아가는 양조장,사과의 표면만 아니라 속까지 빨간색을 띄는 레드러브(Red Love)품종으로 만들어진 와인으로 일반적인 사과와인이 맑고 꿀물 같은 황금빛 인데 비해 속 빨간 사과를 이용하여 양조를 했기 때문에 장미색을 띄어 로제와인이라 지칭안다. 연한 핑크 빛의 술로 사과를 입에 넣고 깨물어 나온 즙의 느낌을 그대로 느낄 수 있다. 입 안에서는 연한 단맛과 신맛이 조화롭고 살짝 느껴지는 쓴맛이 과실주의 맛을 더욱 좋게 만들어 준다.,"목 넘김이 부드럽고 마시고 난 후에는 매우 시원하고 산뜻한 느낌을 준다. 사과가 들어간 파이, 과실 샐러드 등과 함께하면 좋다.",예산사과와인,충남 예산군 고덕면 대몽로 107-25,http://www.chusawine.com,,추사 로제
과실주,사과,11%  ,750ml,,2016 찾아가는 양조장,옅은 레몬색을 띄고 있으며 은은한 사과향을 간직하고 있다. 입안에서는 상큼한 당도와 함께 사과의 풍미가 느껴지는 제품이다. 전통 황토옹기에서 7년을 숙성하여 맛이 깊고 아이스와인 스타일이라 달콤한 맛이 특징이다.,사과 본연의 맛이 좋아 식전 또는 식후에 한잔 곁들이면 좋다. 단맛이 있어 식중주보다는 치즈 및 과일 안주하고 잘 어울린다.,㈜한국애플리즈,경북 의성군 단촌면 일직점곡로 755,http://www.applewine.co.kr/,,한스오차드 사과와인
과실주,사과,3.5%  ,500ml,,2016 찾아가는 양조장,애피소드 애플은 한국애플리즈의 제조기술로 탄생한 사과와인에 탄산을 넣고 알코올 도수를 낮춘 탄산와인이다. 애플사이다를 표방하는데 프랑스에서 시드르라고 불리며 사과즙을 활용한 발효주이고 영어로는 사이다라고 대중적인 주류로 널리 음용되고 있다. 애피소드 애플은 탄산을 머금은 스파클링 사이다로서 입안 가득 상쾌한 사과향을 느낄 수 있는 저알코올 제품이다.,"사과의 맛이 그대로 나타나는 사과쥬스와 탄산의 조합. 발효취나 군더더기 맛이 없는 무난한 과실주이다. 청량감이 좋아 새우, 호박, 감자, 고구마, 오징어, 감자 등의 튀김류와 좋다.",㈜한국애플리즈,경북 의성군 단촌면 일직점곡로 755,http://www.applewine.co.kr/,,애피소드 애플
과실주,"포도와인, 정제주정, 정제수, 포도농축액, 고과당",3.5%  ,500ml,,2016 찾아가는 양조장,"애피소드상그리아는 사과와인으로 유명한 한국애플리즈에서 선보이는 새로운 제품이다. 2030대 젊은 층을 위해 출시한 제품으로 포도와인에 탄산과 당을 가미하여 청량감과 달콤한 맛을 선호하는 젊은층에게 호응을 얻고 있다. 특유의 달콤함과 청량감 가득한 탄산, 그리고 저알코올로 가볍게 마실 수 있다. 애피소드 시리즈는 애플, 상그리아, 호프 3종이 출시되어 있다. 상그리아는 스페인의 전통적인 파티 칵테일 음료로 피를 의미하는 스페인어에서 유래되었다.","사과의 상쾌함과 달콤한 레드 와인의 조합. 남녀노소 누구나 즐길 수 있는 무난한 과실주이다. 겨울에는 뜨끈하게 데워서 마셔도 좋을 맛이며, 쿠키 등과도 잘 어울린다.",㈜한국애플리즈,경북 의성군 단촌면 일직점곡로 755,http://www.applewine.co.kr/,,애피소드 상그리아
과실주,양조용포도(영천),12%  ,500ml,,2017 찾아가는 양조장,보현산 천문대가 위치한 영천시의 상징이 별(star)이기에 스타베리 오디와인이라고 브랜드명을 지었다. 동의보감에 오디주를 상심주라고 불렀고 예로부터 수명을 늘려주는 술로 백발을 검게 만들과 노화를 방지한다고 쓰여있다. 스타베리 오디와인은 뽕나무 열매 오디로 빚은 100% 정통발효 와인이다. 아름다운 루비색을 띄며 한국 교유 과실의 복합적인 아로마향과 매력적인 부케를 즐길 수 있는 한국와인이다.,"오디 특유의 산미과 단맛이 그대로 살려져 있는 와인. 한국산 오디와인의 절정을 느낄 수 있는 맛이다. 3년 숙성의 세월이 느껴지는 묵직한 맛이 있으며, 이러한 맛과 밸런스를 맞춰 줄 자극성 적은 나물 요리 등을 추천한다.",한국와인,경상북도 영천시 금호읍 원기리 414-2,http://www.vincoreewinery.com/,,스타베리오디
과실주,거봉포도(영천),10.5%  ,750ml,2011 대한민국 우리술 품평회 우수상 2017 대한민국 우리술 품평회 우수상,2018 찾아가는 양조장,고도리 화이트와인 스위트는 농산물우수관리(GAP)인증 100% 친환경 거봉포도로 만들어진다. 포도의 당도가 가장 높은 10월말에 수확하여 별도의 당을 첨가하지 않고 순수 발효한 와인으로 풍부한 산미와 달콤한 과일향을 발산한다.,"새벽 공기에서 느껴지는 풀잎 향, 감귤계의 시트러스한 향, 과하지 않은 단맛이 조화를 이룬 맛이다. 과일을 즐긴다는 느낌으로 굳이 안주가 없어도 충분히 즐길 수 있는 맛이다.",고도리 와이너리,경북 영천시 고경면 고도리 494-3,http://고도리와인.com,,고도리 화이트와인 스위트
과실주,"복분자과실, 주정, 효모, 구연산, 정제수",13%  ,300ml,,,고창선운산에서 생산하는 고창선운산 땡큐복분자주는 고창군 심원면 황토 지역에서 서해안 해풍(海風)을 맞고 자란 복분자 중 당도와 과육이 뛰어난 1등급 수확 분으로 빚어 단맛과 신맛이 조화를 이루어 복분자 고유의 맛과 향이 좋다. 붉은 흑진주처럼 술 빛이 매혹적이다. 아주 미세하게 쓴맛이 있지만 다른 복분자주에 비해 전체적으로 단맛이 중심을 잡고 있어 누구라도 편하게 마실 수 있다.,술을 입에 넣으면 매우 가볍고 목 넘김이 깔끔한 것이 특징이며 마시고 난 후에도 매우 산뜻하다. 장어 구이와 잘 어울린다.,고창선운산,전북 고창군 심원면 심원로 270-73,https://shopping.naver.com/fresh/traditionalalcohol/stores/100168768,,고창선운산 땡큐복분자주
과실주,"복분자과실, 주정, 효모, 구연산, 정제수",15%  ,1800ml,,,고창선운산에서 생산하는 고창선운산 복분자주는 고창군 심원면 황토 지역에서 서해안 해풍(海風)을 맞고 자란 복분자 중 당도와 과육이 뛰어난 1등급 수확 분으로 빚어 단맛과 신맛이 조화를 이루어 복분자 고유의 맛과 향이 뛰어나다. 붉은 흑진주처럼 술 빛이 매혹적이다. 아주 미세하게 쓴맛이 있지만 다른 복분자주에 비해 전체적으로 단맛이 중심을 잡고 있어 누구라도 편하게 마실 수 있다.,술을 입에 넣으면 매우 가볍고 목 넘김이 깔끔한 것이 특징이며 마시고 난 후에도 매우 산뜻하다. 장어 구이와 잘 어울린다.,고창선운산,전북 고창군 심원면 심원로 270-73,https://shopping.naver.com/fresh/traditionalalcohol/stores/100168768,,고창선운산 복분자주 특1호
과실주,"복분자과실, 주정, 효모, 구연산, 정제수",7.5%  ,300ml,,,"""쿨샷7.5""는 고창군 심원면 황토 지역에서 서해안 해풍(海風)을 맞고 자란 복분자 중 당도와 과육이 뛰어난 1등급 수확 분으로 빚어 단맛과 신맛이 조화를 이루어 복분자 고유의 맛과 향이 뛰어나다. 쿨샷7.5 한 병에는 55알의 햇복분자에서 착즙한 과즙이 들어있어 천연과즙음료를 마시는 것처럼 복분자주를 가볍게 즐길 수 있게 만든 제품이다.",분홍빛이 연하게 섞인 흑진주와 닮았다. 보통의 과실주에 비해 알코올 도수가 낮아 누구라도 편하게 즐길 수 있으며 복분자 과실향이 달콤함과 섞여 향만으로 술을 빨리 마셔보게 만드는 것이 특징인 술이다. 전체적으로 옅은 단맛이 중심을 잡고 있어 술을 잘 마시지 못하는 사람들도 편하게 마실 수 있다. 달콤한 케익 등과 잘 어울린다.,고창선운산,전북 고창군 심원면 심원로 270-73,www.sulbox.com,,쿨샷 7.5
과실주,"블루베리과실, 주정, 효모, 구연산, 정제수",13%  ,300ml,,,블루베리주는 고창군 심원면 황토 지역에서 서해안 해풍(海風)을 맞고 자란 블루베리 중 당도와 과육이 뛰어난 1등급 수확 분으로 빚어 단맛과 신맛이 조화를 이루어 블루베리 고유의 맛과 향이 뛰어나다. 비교적 낮은 알코올도수 13%로 와인처럼 가볍게 즐길 수 있는 제품이다.,매혹적인 붉은 루비 색깔을 가지고 있고 블루베리 특유의 향과 맛이 그대로 느껴진다. 단맛과 신맛의 조화에 약간의 쓴맛이 오미를 완성시킨 술로 목 넘김이 가볍고 산뜻하다. 스테이크와 잘 어울린다.,고창선운산,전북 고창군 심원면 심원로 270-73,https://shopping.naver.com/fresh/traditionalalcohol/stores/100168768,,고창선운산 땡큐블루베리주
과실주,감(국내산),12%  ,750ml,,,"""감그린 레귤러""는 경북 청도의 특산물인 씨 없는 감으로 만든 한국와인이다. 감 특유의 떫은 맛, 달콤한 맛, 신맛이 조화를 이루어 포도와인과는 다른 색다른 향과 풍미를 자아낸다. 감이 발효되었을 때 생기는 아로마향과 부케향이 특징이며 식전주로도 손색이 없어 동서양의 요리와도 잘 어울리는 감와인이다. 청도감와인은 2005년 부산APEC정상회의 만찬주, 특히 제17~18대 대통령 취임 건배주로 선정 되는 등 수 차례 정부 공식 행사주로 선정되었다.",가벼운 청포도향과 감 특유의 가벼운 탄닌감이 살아있는 맛이다. 감 특유의 떫은 맛이 있어 기름진 음식과도 궁합이 괜찮다. 다만 자극성 적은 소고기류가 좋다.,청도감와인,경북 청도군 풍각면 봉길1길27,http://www.gamwine.com/company/main.php,,감그린 레귤러
과실주,감(국내산),12%  ,750ml,,,"""감그린 스페셜""은 경북 청도의 특산물인 씨 없는 감으로 만든 한국와인이다. 감 특유의 떫은 맛, 달콤한 맛, 신맛이 조화를 이루어 포도와인과는 다른 색다른 향과 풍미를 자아낸다. 감이 발효되었을 때 생기는 아로마향과 부케향이 특징이며 식전주로도 손색이 없어 동서양의 요리와도 잘 어울리는 감와인이다. 청도감와인은 2005년 부산APEC정상회의 만찬주, 특히 제17~18대 대통령 취임 건배주로 선정 되는 등 수 차례 정부 공식 행사주로 선정되었다.",감 본래의 맛을 잘 살린 와인으로 과육을 씹는 듯한 식감을 자랑하는 와인이다. 감 특유의 떫은 맛이 있어 기름진 음식과도 궁합이 괜찮다. 다만 자극성 적은 소고기류가 좋다.,청도감와인,경북 청도군 풍각면 봉길1길27,http://www.gamwine.com/company/main.php,,감그린 스페셜
과실주,감(국내산),10%  ,375ml,,,"""감그린 아이스와인""는 경북 청도의 특산물인 씨 없는 감으로 만든 한국와인이다. 감 특유의 떫은 맛, 달콤한 맛, 신맛이 조화를 이루어 포도와인과는 다른 색다른 향과 풍미를 자아낸다. 감이 발효되었을 때 생기는 아로마향과 부케향이 특징이며 식전주로도 손색이 없어 동서양의 요리와도 잘 어울리는 감와인이다. 청도감와인은 2005년 부산APEC정상회의 만찬주, 특히 제17~18대 대통령 취임 건배주로 선정 되는 등 수 차례 정부 공식 행사주로 선정되었다.","진한 감 특유의 맛을 자랑하는 와인으로 숙성을 거듭한 홍시와 같은 식감이다. 진한 맛을 자랑하는 만큼 다양한 치즈 류와도 궁합이 좋다. 가벼운 맛의 모짜렐라 치즈부터 까방베르, 스모키 치즈까지 다양한 조합을 이룬다.",청도감와인,경북 청도군 풍각면 봉길1길27,http://www.gamwine.com/company/main.php,,감그린 아이스와인
과실주,"국내산 오디, 정제수, 주정, 과당, 효모",15%  ,375ml,,,"공주애 오디와인은 공주에서 재배한 오디를 원료로 저온발효, 저온숙성을 통해 빚은 오디가 듬뿍 담긴 과실주이다. 아름다운 빛깔과 깊은 풍미로 눈과 입이 즐거워지는 술로 오디의 달콤함과 부드러운 맛이 일품이다. 6월 중순 흑자색으로 익은 오디는 과실에 함유되어 있는 다양한 영양성분으로 기능성식품의 재료로서 각광 받아 왔다. 양지바른 산기슭에서 농부의 땀과 정성으로 자란 청정 오디를 전통기법으로 발효. 숙성시킨 제품이다.",술을 입에 넣으면 가볍고 목 넘김이 깔끔한 것이 특징이며 마시고 난 후에도 산뜻하다. 장어 구이와 잘 어울린다.,사곡양조원,충남 공주시 사곡면 마곡사로 49,https://shopping.naver.com/fresh/traditionalalcohol/stores/100069114,,공주애 오디와인
과실주,사과(국내산),12%  ,375ml,2015 대한민국 우리술품평회 과실주 대상,2014 찾아가는 양조장,추사 애플와인은 물이나 주정을 첨가하지 않고 한 달간의 저온발효와 1년 이상의 숙성 과정을 거치는 정통 와인 제조방식으로 제조되고 있다. 국내외 주류품평회에서 매년 우수한 성적을 거두고 있는 제품으로 꿀물과 같은 황금빛 색깔에 금가루가 들어 있다. 장인이 사과농사를 짓고 사위가 와인을 만들고 다양한 체험관광 프로그램이 마련되어 있어 농업 6차산업의 성공모델로 조명 받고 있다.,물처럼 맑은 빛깔을 가지고 있으며 과실의 발효향이 코를 자극시킨다. 바로 마시는 것 보다는 디켄팅을 충분히 한 후에 마시면 더욱 맛있게 즐길 수 있다. 매우 맛있는 단맛이 입 전체로 퍼지는데 그 여운이 아주 길게 남고 적절한 산미가 입 안을 시원하게 만들어 준다. 닭 백숙과 함께 먹으면 좋다.,예산사과와인,충남 예산군 고덕면 대몽로 107-25,http://www.chusawine.com,,추사 애플와인
과실주,"예산블루베리 60%(국내산), 설탕, 구연산, 무수아황산, 소르빈산칼륨",11%  ,375ml,,2014 찾아가는 양조장,충남 예산에서 친환경 농법으로 재배한 블루베리로 만든 와인이다. 추사 애플와인의 제조사로 유명한 예산사과와인의 신제품으로 물이나 주정을 첨가하지 않고 한 달간의 저온발효와 1년 이상의 숙성 과정을 거치는 정통 와인 제조방식으로 제조되고 있다. 예산군에서는 100여곳의 농가에서 우수한 품질의 블루베리를 재배하고 있다,붉은 흑진주와 같고 잘 익은 과실향이 진하게 올라온다. 입에 넣는 순간 맛있게 느껴지며 처음에는 단맛 그리고 다음에는 연한 신맛이 뒤를 받쳐준다. 처음부터 끝까지 술의 맛이 살아있으며 적절한 산미가 목넘김을 부드럽게 만들어준다. 블루베리나 사과로 만든 파이와 함께 먹으면 좋다.,예산사과와인,충남 예산군 고덕면 대몽로 107-25,http://www.chusawine.com,,추사 블루베리 와인
과실주,"포도, 산화방지제, 효모, 설탕 등",12%  ,750ml,,2019 찾아가는 양조장,"산머루, 캠벨을 블랜딩하여, 독창적인 자연의 맛과 향이 풍부하고 붉은 자주 빛의 루비색이 매력적인 와인이다. 딸기 향과 붉은 꽃 향기의 스위트한 풍미가 있고 농익은 포도향의 아로마가 포도를 깨문듯한 느낌으로 산미가 살아있으며, 당도, 산도, 탄닌의 균형이 조화롭다. 산미가 적고 단맛이 강해 입 안에 풍부한 향을 채운다. 혀에 남은 탄닌에 의한 떫은 맛이 인상적이며 목넘김이 부드럽다.",샤토미소 와인은 느끼함을 잡아주기 때문에 가름진 육류와 함께 먹으면 좋다.,도란원,충청북도 영동군 매곡면 옥전리 825-1,http://xn--hg3b13gpoq4muubvz4a.kr/,,샤토미소 레드 스위트
과실주,"MBA, 산머루, 캠벨 얼리",13%  ,750ml,,2019 찾아가는 양조장,"MBA, 산머루, 캠벨 얼리를 블렌딩한 것으로 독창적인 건조와 아이스와인 제조 방법을 접목해 고농축하여 만든 소량 생산의 프리미엄 와인이다. 진한 루비색으로 농익은 과실 향과 미네랄 향이 나며 오크의 풍미와 산미,파워,긴 여운이 있는 대나무 숙성와인이다.",스테이크 등 육류요리와 잘 어울린다.,도란원,충청북도 영동군 매곡면 옥전리 825-1,http://xn--hg3b13gpoq4muubvz4a.kr/,,샤토미소 레드 드라이
과실주,국내산 포도,12%  ,750ml,"2017 대한민국 우리술품평회 과실주 최우수상, 2015 대한민국 우리술품평회 과실주 우수상",2019 찾아가는 양조장,여포의 꿈 화이트는 수확 후 24시간 맛세레이션(침용) 후 저온 발효시켜 만들며 연한 살구 빛이 매력적으로 감도는 와인이다. 달콤함과 부드러운 산도의 아로마틱한 맛은 한국 화이트와인의 매력을 그대로 느끼기에 충분하다.,신선한 포도향에 마치 포도농장에 와 있는 듯 하다. 단맛은 적고 산미가 적당히 있어 바디감이 적고 목넘김이 깔끔하다. 조기찜과 잘 어울린다.,여포와인농장,충북 영동군 양강면 유점지촌길 75,https://yeopo.modoo.at/,,여포의 꿈 (화이트)
과실주,국내산 포도,12%  ,375ml,,2019 찾아가는 양조장,"초선의 꿈 (로제)은 특별한 기념일에 함께 마시면 장밋빛 사랑이 솔솔 피어날 듯한 연분홍 장미색을 가진 와인으로, 풍부한 장미향과 상큼한 사과 향은 목 넘김을 부드럽게 해주고 감미롭고 달콤한 맛에 여성분들이 좋아하는 와인이다.","눈을 황홀하게 하는 아름다운 로제와인의 색에 은은하게 올라오는 베리향, 오미의 균형이 잘 갖춰져 있으며 바디감이 있고 목넘김이 깨끗하다. 견과류와 잘 어울린다.",여포와인농장,충북 영동군 양강면 유점지촌길 75,https://yeopo.modoo.at/,,초선의 꿈
과실주,청수,12%  ,375ml,,2019 찾아가는 양조장,샤토미소 랑은 충북 옥천 포도연구소와 농촌진흥청에서 육종개발한 화이트와인 양조용 포도품종 청수를 원료로 만든 화이트와인이다. 청포도의 싱그러운 맛과 산미가 생생하게 살아 있으며 상큼한 청포도 향이 매혹적인 와인이다. 2018년 대한민국 주류대상 Best of Best상을 수상하고 같은 해 2018년 아시아 와인트로피 골드메달을 수상하며 권위 있는 주류품평회에서 맛과 품질을 인정 받았다.,금빛의 영롱한 빛깔에 기분 좋은 청포도 향이 확 코끝에 와 닿는 느낌이다. 하지만 막상 맛을 보면 샤프한 청포도 향은 사라지고 부드러운 촉감이 목 넘김으로 이어진다. 시트러스한 식감이 워낙 좋아 조개찜 등 다양한 해산물과 잘 어울리는 스타일이다.,도란원,충청북도 영동군 매곡면 옥전리 825-1,http://xn--hg3b13gpoq4muubvz4a.kr/,,샤토미소 랑
과실주,오미자,12%  ,750ml,,2016 찾아가는 양조장,"유기농 오미자를 3년이상 숙성하여 만들었으며, 향긋한 붉은 과일의 섬세한 버블이 코를 자극한다. 첫 맛은 새콤달콤하고, 뒤이어 다시 한번 향긋한 맛이 입안 전체를 감싼다. 목넘김과 함께 갈증이 사라지고, 긴 자연의 향기가 여운으로 남는다.","오미로제 스파클링 와인은 단맛, 신맛, 쓴맛이 조화된 스파클링의 참 맛을 낸다. 여기에 입맛을 돋우는 편육냉채가 어울린다.",오미나라,경북 문경시 문경읍 새재로 609,http://www.omynara.com/,,스파클링와인 오미로제 결
과실주,"제주산감귤, 백설탕, 구연산, 무수아황산",12%  ,330ml,,,감귤의 단맛과 신맛이 조화를 이루어 감칠맛이 뛰어난 혼디주는 감귤연구소에서 개발한 특허 효모를 사용해 발효시켰다. 누룩을 사용하지 않아서 특유의 누룩취가 없으며 달콤하고 산뜻한 과실향을 느낄 수 있다. 혼디주 한 병에는 감귤 세 개의 과즙이 함유되어 있으며 열을 가한 농축액이 아닌 신선한 주스를 사용한다.,"생선회, 구이 등 해산물류와 수육, 보쌈 등 육류와 잘 어울린다.",㈜시트러스,제주특별자치도 서귀포시 남원읍 신례천로 46,http://www.ehondiju.com/,,혼디주
과실주,복분자,3.8%  ,180ml,,,"심술알쓰는 과음하지 않는 젊은 세대의 음주문화를 반영해 실제 3.85도 낮은 알코올 도수로 주량이 약한 사람도 부담 없이 즐길 수 있다. 제품명으로 활용된 ""알쓰""라는 단어도 주량이 약한 사람들을 지칭하는 신조어를 재미있게 풀어냈다.",장어 또는 치즈와 어울린다.,배상면주가,경기도 포천시 화현면 화현리 512,https://www.soolsool.co.kr/,,심술 알쓰
과실주,산머리(국내산),11.5%  ,750ml,2018 대한민국 우리술품평회 과실주 최우수상,,아시아 원산지 비티스 아무렌 시스계통의 산머루는 당도와 산도가 높은 품종으로 우리나라 포도를 대표하는 주요 레드 와인 품종이다. 오래 숙성할 수 있으며 향신료 향이 강하고 무거운 무게감을 느낄 수 있는 레드 와인이다.,"사과, 치즈, 크래커와 먹기 좋다.",수도산와이너리,경상북도 김천시 증산면 금곡리 226-1번지,https://smartstore.naver.com/sdsmeru/profile,,산머루 크라테 스위트
과실주,포도(국내산),12%  ,550ml,2019 대한민국 우리술품평회 과실주 우수상,,"갈기산 포도 농원은 청수, 킹데라, 나이아가라 등 국내에서 많이 재배되지 않은 특징 있는 로제와인 품종을 재배하고 있다. 포도의 고장 영동에서 친환경 유기농법으로 재배한 켐벨포도로 만들었으며, 산미가 풍부하고 옅은 장미향이 느껴진다.","바질파스타, 부라타치즈 샐러드, 치즈류, 해물찜과 찰떡궁합이다.",갈기산포도농원,충북 영동군 학산면 모리1길 23,,,로제와인
과실주,"사과즙(국산), 오미자, 라즈베리차, 정제수, 효모, 사관산(산도조절제), 탄산가스, 메타중아황산칼륨(산화방지제)",6.4%  ,750ml,,,인공색소나 착향료로 색과 향을 내지 않았다. 주 재료인 베리류의 산뜻함을 고스란히 담아 상큼하고 청량한 맛이 일품인 애플사이더다. 냉장보관 후 내용물이 잘 섞이게 흔들어 마시면 더 맛있게 즐길 수 있다.,"치킨, 파스타, 피자 등의 파티 음식와 잘 어울린다.",댄싱사이더컴퍼니,"충북 충주시 중앙탑면 인담길 35-1 (사이더리, 탭룸)",https://www.dancingcider.com/,,요새로제
과실주,산머루,11.5%  ,750ml,2017 광명동굴 와인 페스티벌 동상,,"크라테 드라이는 맑은 공기, 청정환경에서 자란 유기농 산머루와 포도로 정성껏 빚은 한국와인이다. 산포도라고 불리는 산머루는 비록 포도 보다 열매는 작지만 당도가 높기 때문에 강한 향과 중후한 맛을 낸다. 맛과 신맛이 밸런스 있고 뒤에 올라오는 드라이함의 균형이 잘 갖춰진 술로 스테이크, 고기요리, 꼬치구이, 찜요리 등에 잘 어울린다.","스테이크, 꼬치구이, 찜요리와 어울린다.",수도산와이너리,경상북도 김천시 증산면 금곡리 226-1번지,https://smartstore.naver.com/sdsmeru/profile,,산머루 크라테 드라이
